!,0
!?,1
',2
'',3
'30s,4
'40s,5
'50s,6
'53,7
'60s,8
'70s,9
'80s,10
'90s,11
'd,12
'em,13
'll,14
'm,15
'n,16
'n',17
're,18
's,19
'til,20
've,21
(,22
),23
",",24
00,25
007,26
1,27
10,28
"10,000",29
100,30
101,31
102,32
103,33
104,34
105,35
10th,36
11,37
110,38
112,39
117,40
11th,41
12,42
120,43
123,44
125,45
127,46
129,47
12th,48
13,49
13th,50
14,51
140,52
146,53
15,54
15th,55
16,56
163,57
168,58
17,59
170,60
179,61
1790,62
18,63
180,64
1873,65
1899,66
18th,67
19,68
1915,69
1920,70
1930s,71
1933,72
1934,73
1937,74
1938,75
1940s,76
1949,77
1950,78
1950s,79
1952,80
1953,81
1954,82
1955,83
1957,84
1958,85
1959,86
1960,87
1960s,88
1962,89
1967,90
1970,91
1970s,92
1971,93
1972,94
1973,95
1975,96
1978,97
1979,98
1980,99
1980s,100
1982,101
1983,102
1984,103
1986,104
1987,105
1988,106
1989,107
1990,108
1991,109
1992,110
1993,111
1994,112
1995,113
1997,114
1998,115
1999,116
19th,117
2,118
"2,500",119
20,120
"20,000",121
2000,122
2001,123
2002,124
20th,125
21,126
21st,127
22,128
24,129
2455,130
25,131
2525,132
25s,133
26,134
270,135
28k,136
295,137
3,138
30,139
300,140
3000,141
33,142
37,143
3d,144
4,145
40,146
400,147
401,148
42,149
45,150
451,151
48,152
49,153
4ever,154
4th,155
4w,156
5,157
50,158
50s,159
51,160
51st,161
52,162
5ths,163
6,164
60,165
60s,166
65,167
65th,168
66,169
7,170
70,171
70s,172
71,173
72,174
75,175
76,176
77,177
78,178
79,179
7th,180
8,181
80,182
800,183
82,184
83,185
84,186
85,187
86,188
87,189
88,190
89,191
8th,192
9,193
90,194
91,195
93,196
94,197
95,198
96,199
97,200
98,201
99,202
?,203
?!?,204
`,205
``,206
a,207
aaa,208
aaliyah,209
aan,210
abagnale,211
abandon,212
abandoned,213
abandons,214
abbas,215
abbass,216
abbott,217
abbreviated,218
abc,219
abderrahmane,220
abdul,221
abel,222
aberration,223
abhorrent,224
abhors,225
abiding,226
abilities,227
ability,228
abject,229
able,230
ably,231
abomination,232
aborbing,233
aboriginal,234
aborted,235
aboul,236
abound,237
about,238
above,239
abrahams,240
abrams,241
abrasive,242
abridged,243
abroad,244
abrupt,245
abruptly,246
absence,247
absent,248
absolute,249
absolutely,250
absorb,251
absorbed,252
absorbing,253
absorbs,254
absorption,255
abstract,256
absurd,257
absurdist,258
absurdities,259
absurdity,260
absurdly,261
abundance,262
abundant,263
abundantly,264
abuse,265
abused,266
abusers,267
abuses,268
abysmal,269
abysmally,270
abyss,271
academic,272
academy,273
accelerated,274
accent,275
accents,276
accentuating,277
accept,278
acceptable,279
acceptance,280
accepting,281
accepts,282
access,283
accessibility,284
accessible,285
accident,286
accidental,287
acclaim,288
acclaimed,289
accommodate,290
accomodates,291
accompanied,292
accompanies,293
accompany,294
accompanying,295
accomplish,296
accomplished,297
accomplishes,298
accomplishing,299
accomplishment,300
accomplishments,301
according,302
accordion,303
accorsi,304
account,305
accountant,306
accounting,307
accumulate,308
accumulated,309
accumulates,310
accuracy,311
accurate,312
accurately,313
accuse,314
accused,315
ace,316
acerbic,317
ache,318
achero,319
achieve,320
achieved,321
achievement,322
achievements,323
achieves,324
achieving,325
achilles,326
aching,327
achingly,328
achival,329
achronological,330
acid,331
acidic,332
acidity,333
ackerman,334
acknowledges,335
acknowledging,336
acolytes,337
acquainted,338
acquire,339
acquired,340
acquires,341
acres,342
acrid,343
across,344
act,345
acted,346
acting,347
action,348
actioner,349
actioners,350
actions,351
activate,352
activism,353
activists,354
activities,355
activity,356
actor,357
actorish,358
actorliness,359
actorly,360
actors,361
actory,362
actress,363
actresses,364
acts,365
actual,366
actualization,367
actually,368
actuary,369
acumen,370
acute,371
ad,372
adage,373
adam,374
adamant,375
adams,376
adaptation,377
adaptations,378
adapted,379
adapting,380
adapts,381
add,382
addams,383
added,384
addessi,385
addict,386
addicted,387
addiction,388
addictive,389
adding,390
addition,391
additional,392
address,393
addresses,394
addressing,395
adds,396
adept,397
adequate,398
adequately,399
adhere,400
adherence,401
adherents,402
adhering,403
adjective,404
adjectives,405
adjusting,406
administration,407
admirable,408
admirably,409
admiration,410
admire,411
admired,412
admirer,413
admirers,414
admiring,415
admission,416
admit,417
admitted,418
admittedly,419
admitting,420
ado,421
adobo,422
adolescence,423
adolescent,424
adolescents,425
adopt,426
adopts,427
adorability,428
adorable,429
adorably,430
adoration,431
adore,432
adored,433
adoring,434
adorned,435
adorns,436
adrenalin,437
adrenaline,438
adrenalized,439
adrian,440
adrien,441
adrift,442
adroit,443
adroitly,444
ads,445
adult,446
adultery,447
adulthood,448
adults,449
advance,450
advanced,451
advances,452
advancing,453
advantage,454
advantages,455
adventues,456
adventure,457
adventures,458
adventurous,459
adversity,460
advert,461
advertised,462
advertisement,463
advertising,464
advice,465
advised,466
advises,467
advocacy,468
aerial,469
aesop,470
aesthetic,471
aesthetically,472
aesthetics,473
affability,474
affable,475
affair,476
affairs,477
affect,478
affectation,479
affected,480
affecting,481
affectingly,482
affection,483
affectionate,484
affectionately,485
affections,486
affects,487
affinity,488
affirm,489
affirmation,490
affirmational,491
affirming,492
affirms,493
affleck,494
afflicting,495
afflicts,496
affluence,497
affluent,498
afford,499
afforded,500
affords,501
affronted,502
afghan,503
afghani,504
aficionados,505
afloat,506
afraid,507
afresh,508
africa,509
african,510
after,511
afterlife,512
aftermath,513
afternoon,514
afterschool,515
aftertaste,516
afterthought,517
afterwards,518
again,519
against,520
agape,521
age,522
aged,523
ageism,524
agency,525
agenda,526
agendas,527
agent,528
agents,529
agers,530
ages,531
agey,532
aggrandizing,533
aggravating,534
aggressive,535
aggressively,536
aggressiveness,537
aggrieved,538
agile,539
aging,540
agitator,541
agitprop,542
agnostic,543
ago,544
agonizing,545
agony,546
agreeable,547
agreeably,548
agreed,549
agreement,550
aground,551
ah,552
ahead,553
ahem,554
ahhhh,555
ahola,556
ai,557
aid,558
aidan,559
aided,560
aids,561
aiello,562
ailments,563
aim,564
aimed,565
aiming,566
aimless,567
aimlessly,568
aimlessness,569
aims,570
air,571
airborne,572
aircraft,573
airhead,574
airless,575
airport,576
airs,577
airtime,578
airy,579
aisle,580
aisles,581
akasha,582
akin,583
akira,584
al,585
alabama,586
alacrity,587
aladdin,588
alagna,589
alain,590
alan,591
alarmed,592
alarming,593
alarmingly,594
alarms,595
alas,596
albeit,597
album,598
alcatraz,599
alchemical,600
alchemy,601
alcoholic,602
aldrich,603
aleck,604
alert,605
alex,606
alexander,607
alexandre,608
alfonso,609
alfred,610
ali,611
alias,612
alice,613
alien,614
alienate,615
alienated,616
alienating,617
alienation,618
aliens,619
alientation,620
alike,621
alive,622
all,623
alleged,624
allegedly,625
allegiance,626
allegorical,627
allegory,628
allen,629
allergy,630
alleys,631
alliance,632
allied,633
allison,634
allodi,635
allow,636
allowed,637
allowing,638
allows,639
alluring,640
allusions,641
ally,642
allying,643
almod,644
almodovar,645
almost,646
aloft,647
alone,648
along,649
alongside,650
aloof,651
alpha,652
already,653
also,654
alt,655
altar,656
alter,657
alterations,658
altered,659
altering,660
alternate,661
alternately,662
alternates,663
alternating,664
alternative,665
alternatives,666
although,667
altman,668
altogether,669
always,670
alzheimer,671
am,672
amalgam,673
amalgamating,674
amari,675
amaro,676
amassed,677
amateur,678
amateurish,679
amateurishly,680
amateurishness,681
amaze,682
amazement,683
amazing,684
amazingly,685
amber,686
ambience,687
ambiguities,688
ambiguity,689
ambiguous,690
ambition,691
ambitions,692
ambitious,693
ambitiously,694
ambivalence,695
ambivalent,696
amble,697
ambling,698
ambrose,699
amc,700
ame,701
america,702
american,703
americana,704
americanized,705
americans,706
amiability,707
amiable,708
amiably,709
amicable,710
amid,711
amidst,712
amini,713
amir,714
amish,715
amiss,716
amnesiac,717
amok,718
among,719
amongst,720
amoral,721
amorality,722
amorous,723
amos,724
amoses,725
amount,726
amounts,727
amours,728
amp,729
amped,730
ample,731
amuse,732
amused,733
amusedly,734
amusement,735
amusements,736
amuses,737
amusing,738
amusingly,739
amy,740
an,741
ana,742
anachronistic,743
anakin,744
analgesic,745
analysis,746
